ID,age_years,travel_freq,daily_salary,work_division,commute_distance,education_level,degree_field,headcount,env_satisfaction,sex,hourly_wage,job_engagement,position_level,job_title,job_satisfaction,marital_state,monthly_earnings,monthly_salary,companies_count,is_adult,overtime_status,salary_increase_pct,performance_score,relation_satisfaction,std_work_hours,stock_level,career_years,trainings_last_year,work_life_score,tenure_years,years_current_role,years_post_promotion,years_with_manager,left_company
802,27,rare_travel,1107,rnd,23,3,medical,1,1,male,84,3,1,lab_tech,3,single,3633,3445,1,yes,no,15,3,3,80,0,6,3,2,6,3,0,4,0
803,27,frequent_travel,658,rnd,10,2,medical,1,4,female,71,4,2,mfg_dir,3,married,5689,13251,1,yes,no,25,4,4,80,3,10,2,3,10,7,0,7,0
804,40,rare_travel,763,rnd,14,3,medical,1,3,male,57,2,2,research_sci,3,single,6644,3487,7,yes,no,17,3,4,80,0,18,2,2,1,0,0,0,1
805,27,rare_travel,1178,rnd,9,3,life_sci,1,4,female,54,2,1,research_sci,1,single,3579,7530,1,yes,no,11,3,2,80,0,9,2,3,9,7,8,7,1
806,38,no_travel,555,sales,7,3,life_sci,1,3,male,48,3,3,sales_exec,2,married,9985,9262,0,yes,no,13,3,2,80,1,10,2,3,9,2,6,8,0
807,29,rare_travel,350,rnd,8,3,life_sci,1,2,male,57,4,1,research_sci,4,divorced,2272,25258,4,yes,no,16,3,1,80,1,7,3,3,5,3,0,4,0
808,35,rare_travel,852,sales,14,3,marketing,1,1,male,72,3,3,sales_exec,3,married,10793,9647,1,yes,no,15,3,2,80,1,16,3,3,16,7,4,9,0
809,40,rare_travel,459,sales,17,2,tech_deg,1,1,male,78,1,2,sales_exec,1,single,7644,12388,8,yes,no,13,3,3,80,0,8,3,3,4,3,1,3,0
810,25,rare_travel,543,rnd,5,1,medical,1,3,male,43,3,1,lab_tech,2,married,3867,5044,1,yes,no,11,3,2,80,1,4,2,2,4,2,1,2,0
811,39,rare_travel,1256,sales,2,2,marketing,1,4,female,100,3,2,sales_exec,2,married,6125,20467,0,yes,no,11,3,1,80,1,19,2,4,19,16,2,9,0
812,27,rare_travel,895,rnd,12,3,life_sci,1,4,female,85,2,1,research_sci,4,married,2244,2851,1,yes,yes,12,3,2,80,1,6,3,2,6,3,1,3,0
813,39,frequent_travel,468,rnd,10,3,medical,1,2,male,45,3,1,lab_tech,3,single,3294,17285,0,yes,no,14,3,4,80,0,9,3,3,8,7,5,7,0
814,60,rare_travel,829,rnd,24,4,tech_deg,1,2,male,57,3,1,research_sci,4,divorced,3919,5197,6,yes,no,18,3,3,80,1,19,2,3,14,10,11,8,0
815,30,frequent_travel,589,sales,17,5,marketing,1,4,male,77,2,2,sales_exec,4,divorced,4148,17783,0,yes,no,13,3,4,80,1,12,3,3,11,7,0,9,0
816,52,rare_travel,574,rnd,5,4,medical,1,2,female,42,3,5,research_dir,2,married,19859,13938,2,yes,no,13,3,3,80,1,31,2,2,30,9,9,9,0
817,25,rare_travel,991,sales,4,1,marketing,1,3,female,54,4,1,sales_rep,4,married,2014,5518,1,yes,no,11,3,4,80,1,2,3,3,2,2,2,2,0
818,26,rare_travel,216,rnd,7,3,life_sci,1,3,male,63,3,1,lab_tech,4,married,2973,17258,1,yes,no,22,4,2,80,1,1,2,3,1,0,0,0,0
819,21,frequent_travel,1224,sales,1,3,life_sci,1,3,male,38,3,1,sales_rep,3,married,2678,21222,1,yes,no,11,3,2,80,1,3,3,3,3,2,1,2,0
820,36,frequent_travel,706,sales,2,4,life_sci,1,3,male,100,3,2,sales_exec,1,single,9980,3031,0,yes,yes,12,3,4,80,0,16,3,3,15,7,3,12,0
821,35,frequent_travel,806,rnd,2,4,life_sci,1,4,female,77,4,1,research_sci,2,married,2996,19121,1,yes,yes,12,3,4,80,0,6,2,2,6,0,1,3,0
822,36,rare_travel,1157,rnd,2,4,life_sci,1,3,male,78,2,2,mfg_dir,1,married,6172,20161,4,yes,no,13,3,3,80,0,12,3,3,7,7,6,7,0
823,44,no_travel,688,rnd,6,2,life_sci,1,2,female,42,3,2,research_sci,4,married,4319,5288,9,yes,no,12,3,4,80,1,9,2,3,5,2,1,4,0
824,48,rare_travel,691,rnd,8,2,medical,1,4,female,40,3,2,lab_tech,3,single,3838,22021,4,yes,no,15,3,1,80,0,17,2,3,3,2,0,2,0
825,31,rare_travel,530,sales,27,4,medical,1,4,female,71,4,2,sales_exec,4,divorced,5304,17485,3,yes,no,12,3,2,80,1,13,2,4,7,7,1,7,0
826,45,no_travel,921,rnd,3,2,medical,1,2,male,41,3,3,health_rep,2,married,10673,15332,9,yes,yes,13,3,2,80,1,25,2,2,4,2,0,2,0
827,31,frequent_travel,118,rnd,2,3,tech_deg,1,1,male,66,1,2,lab_tech,3,single,5993,19715,4,yes,no,12,3,1,80,0,13,3,2,8,7,0,7,0
828,37,rare_travel,465,rnd,2,3,medical,1,4,male,32,3,1,lab_tech,1,single,3196,8306,1,yes,no,12,3,4,80,0,8,2,3,6,0,0,6,0
829,34,rare_travel,945,sales,5,3,marketing,1,4,female,78,3,3,sales_exec,3,married,9619,3356,6,yes,no,13,3,1,80,1,16,3,2,15,7,6,11,0
830,24,rare_travel,1336,rnd,23,1,life_sci,1,3,male,50,3,1,research_sci,4,single,2693,8269,9,yes,yes,12,3,2,80,0,6,0,1,5,2,1,4,1
831,28,rare_travel,534,rnd,2,3,tech_deg,1,4,female,44,2,1,research_sci,4,married,2694,5543,1,yes,no,12,3,4,80,1,1,2,2,1,0,0,0,0
832,33,rare_travel,557,rnd,10,3,life_sci,1,3,female,95,2,2,health_rep,3,married,5257,16280,1,yes,no,19,3,4,80,0,10,3,1,10,7,7,7,0
833,29,rare_travel,300,rnd,1,2,medical,1,4,male,52,3,1,research_sci,3,divorced,2269,26427,1,yes,no,13,3,3,80,1,5,3,2,5,2,0,2,0
834,40,rare_travel,1343,rnd,25,3,life_sci,1,1,female,80,4,2,research_sci,4,married,1091,4761,3,yes,no,22,4,1,80,1,15,3,3,1,0,1,0,0
835,22,rare_travel,265,rnd,5,3,life_sci,1,4,male,69,2,1,lab_tech,2,single,2693,26959,1,yes,no,16,3,4,80,0,1,3,3,1,0,0,1,0
836,29,rare_travel,694,rnd,28,3,life_sci,1,3,female,65,3,3,mfg_dir,3,married,8628,13939,0,yes,no,11,3,4,80,0,10,2,3,9,0,0,7,0
837,29,rare_travel,964,rnd,10,4,life_sci,1,2,female,84,3,1,lab_tech,3,divorced,2319,7324,7,yes,no,14,3,3,80,1,5,3,3,1,0,0,0,0
838,58,rare_travel,942,rnd,10,3,medical,1,1,female,44,4,3,health_rep,4,married,10388,13943,8,yes,yes,16,3,3,80,1,40,2,2,3,2,1,2,0
839,46,rare_travel,1266,sales,7,2,life_sci,1,1,female,33,2,4,sales_exec,3,married,13320,22384,6,yes,no,11,3,3,80,0,26,3,3,10,7,1,9,1
840,44,rare_travel,1117,rnd,1,4,medical,1,1,female,63,3,1,lab_tech,4,married,3294,21509,3,yes,yes,14,3,3,80,1,10,1,3,6,5,1,3,0
841,40,rare_travel,334,rnd,3,3,life_sci,1,2,male,62,3,2,mfg_dir,1,married,5828,21146,2,yes,no,18,3,3,80,1,8,3,2,7,7,1,7,0
842,30,no_travel,1294,sales,18,3,medical,1,4,male,41,1,1,sales_rep,3,divorced,1359,16154,1,yes,no,13,3,2,80,3,1,3,3,1,0,0,0,0
843,58,frequent_travel,329,rnd,7,3,life_sci,1,4,male,86,2,1,research_sci,4,married,2387,26537,4,yes,no,14,3,4,80,1,12,2,2,8,7,2,7,0
844,34,rare_travel,446,rnd,3,3,life_sci,1,1,male,42,2,1,research_sci,2,married,2851,9192,1,yes,no,20,4,1,80,0,6,3,3,6,4,4,4,0
845,32,no_travel,575,rnd,3,3,tech_deg,1,4,male,37,3,1,research_sci,4,single,2684,22154,0,yes,no,14,3,4,80,0,2,4,3,0,0,0,0,0
846,29,rare_travel,441,rnd,1,3,medical,1,2,male,43,3,1,lab_tech,1,single,2741,10261,0,yes,no,13,3,2,80,0,7,0,2,7,7,0,7,1
847,19,no_travel,268,rnd,20,3,life_sci,1,1,male,57,1,1,lab_tech,3,single,2325,18863,1,yes,yes,12,3,4,80,0,0,3,1,0,0,0,0,1
848,47,rare_travel,1082,rnd,2,4,tech_deg,1,1,male,95,2,1,research_sci,3,married,4377,9192,7,yes,no,12,3,3,80,1,7,2,3,6,5,0,4,0
849,27,frequent_travel,1303,rnd,9,2,medical,1,4,female,60,3,1,research_sci,4,divorced,2342,22474,1,yes,no,14,3,1,80,3,5,3,3,5,2,0,2,0
850,46,frequent_travel,967,rnd,1,4,medical,1,3,male,58,3,3,mfg_dir,2,married,8161,19002,2,yes,no,14,3,1,80,1,10,3,2,1,1,0,0,0
851,46,rare_travel,561,rnd,6,4,life_sci,1,3,female,90,2,1,lab_tech,3,married,2437,17089,9,yes,no,14,3,3,80,0,18,4,3,4,3,3,3,0
852,25,frequent_travel,672,rnd,1,3,medical,1,3,female,96,2,1,lab_tech,4,married,3730,25308,1,yes,yes,21,4,4,80,1,7,3,3,7,3,7,6,0
853,27,no_travel,1254,rnd,2,1,life_sci,1,3,male,55,2,1,lab_tech,2,married,3204,20933,8,yes,no,20,4,2,80,1,8,3,3,5,4,0,4,0
854,37,rare_travel,691,sales,1,4,medical,1,4,female,32,3,2,sales_exec,3,divorced,6306,6462,7,yes,no,22,4,4,80,1,15,3,3,13,7,1,12,0
855,27,rare_travel,1082,sales,4,3,medical,1,3,male,97,3,2,sales_exec,3,single,6384,7102,1,yes,no,13,3,1,80,0,8,6,3,8,7,1,2,0
856,34,frequent_travel,792,sales,3,3,marketing,1,2,male,43,2,2,sales_exec,4,single,4108,4814,0,yes,no,12,3,4,80,0,15,4,3,14,9,4,11,0
857,24,rare_travel,589,rnd,22,4,other,1,2,male,30,3,1,research_sci,3,single,3230,22422,0,yes,no,11,3,4,80,0,6,5,2,4,0,0,3,0
858,31,rare_travel,941,rnd,1,4,life_sci,1,3,male,64,3,1,lab_tech,1,married,2886,3425,0,yes,no,13,3,3,80,0,4,2,4,3,2,0,2,0
859,35,rare_travel,882,rnd,18,3,life_sci,1,3,male,91,3,1,research_sci,1,married,2380,8544,2,yes,no,17,3,1,80,0,10,3,1,1,0,0,0,1
860,51,rare_travel,1107,hr,2,3,hr,1,1,male,59,3,5,manager,3,married,19943,19982,3,yes,yes,12,3,4,80,0,33,2,3,31,9,6,13,0
861,37,rare_travel,667,rnd,1,4,medical,1,3,female,57,4,1,research_sci,2,married,2942,5561,1,yes,no,14,3,3,80,1,6,3,3,6,2,1,5,0
862,31,no_travel,607,rnd,7,4,tech_deg,1,4,male,72,3,3,mfg_dir,4,married,7412,23779,1,yes,no,17,3,4,80,1,12,2,3,12,9,3,11,0
863,40,rare_travel,1499,sales,26,3,marketing,1,1,male,76,3,4,sales_exec,3,single,13402,11652,4,yes,yes,20,4,2,80,0,22,3,2,19,7,3,7,0
864,36,rare_travel,1202,rnd,9,3,medical,1,1,female,58,2,1,lab_tech,2,single,2351,26342,6,yes,no,12,3,3,80,0,15,2,3,1,0,0,0,1
865,34,rare_travel,350,rnd,7,2,life_sci,1,2,female,91,2,1,research_sci,3,married,2768,22478,1,yes,yes,14,3,4,80,1,1,3,3,1,0,0,0,0
866,45,frequent_travel,252,sales,7,2,life_sci,1,3,female,46,2,4,sales_exec,3,divorced,13734,12227,5,yes,no,14,3,3,80,1,23,3,3,12,7,11,11,0
867,46,no_travel,1276,sales,5,2,life_sci,1,3,male,42,3,2,sales_exec,4,divorced,4187,6225,6,yes,no,17,3,3,80,1,19,3,3,2,2,2,2,0
868,30,rare_travel,1490,rnd,2,4,life_sci,1,3,male,67,3,2,lab_tech,4,married,5309,19760,1,yes,no,12,3,1,80,2,10,4,3,10,7,5,8,0
869,31,rare_travel,1387,rnd,16,4,tech_deg,1,2,male,59,3,1,research_sci,2,single,2387,9867,6,yes,no,11,3,3,80,0,4,3,3,3,2,0,2,0
870,46,rare_travel,867,rnd,2,3,medical,1,3,male,51,3,4,research_dir,4,married,17779,3164,3,yes,no,14,3,2,80,1,28,2,4,4,3,3,0,0
871,42,rare_travel,1063,rnd,23,4,life_sci,1,4,male,79,2,4,manager,2,divorced,16064,3140,2,yes,yes,13,3,3,80,1,22,2,3,10,9,2,4,0
872,26,rare_travel,549,rnd,23,2,medical,1,2,male,61,2,2,mfg_dir,4,married,4663,14922,1,yes,no,18,3,1,80,2,7,5,3,7,7,7,7,0
873,39,rare_travel,1343,rnd,9,4,life_sci,1,3,male,64,4,3,health_rep,1,married,10415,22477,1,yes,no,18,3,3,80,1,18,2,3,10,7,9,7,0
874,40,no_travel,817,rnd,2,3,medical,1,3,male,62,2,1,research_sci,1,married,2342,21923,4,yes,no,18,3,4,80,1,8,1,3,5,0,0,2,0
875,26,no_travel,1168,rnd,2,3,life_sci,1,4,male,56,3,2,lab_tech,4,married,5772,20440,0,yes,no,18,3,2,80,0,10,3,2,9,7,0,7,0
876,42,no_travel,465,rnd,6,3,life_sci,1,4,male,75,3,1,lab_tech,3,married,2096,9238,9,yes,yes,11,3,2,80,1,7,2,2,2,2,1,2,0
877,28,frequent_travel,945,sales,7,3,marketing,1,3,male,84,3,1,sales_rep,3,married,2014,14229,1,yes,no,19,3,2,80,2,2,3,2,2,2,2,2,0
878,31,rare_travel,713,sales,10,2,marketing,1,2,male,71,2,2,sales_exec,3,divorced,6397,18798,1,yes,no,14,3,2,80,1,5,3,3,5,3,1,2,0
879,27,no_travel,1312,rnd,2,2,medical,1,4,male,94,2,2,mfg_dir,4,divorced,5228,23371,1,yes,no,11,3,4,80,2,5,3,2,5,3,1,3,0
880,34,rare_travel,1372,sales,13,3,marketing,1,4,male,73,3,2,sales_exec,3,single,4345,8758,0,yes,yes,13,3,3,80,0,4,0,3,3,2,2,2,1
881,29,frequent_travel,1184,hr,24,3,hr,1,2,male,36,2,1,hr,1,married,2804,15322,1,yes,yes,11,3,3,80,0,1,2,3,1,0,0,0,1
882,48,no_travel,1371,sales,24,4,life_sci,1,4,male,98,3,2,sales_exec,4,single,5486,14408,4,yes,no,14,3,4,80,0,13,2,3,9,8,4,8,0
883,46,no_travel,1223,sales,6,3,marketing,1,3,female,33,4,5,manager,3,married,18172,4652,1,yes,no,21,4,1,80,1,26,2,2,26,14,12,7,0
884,42,frequent_travel,630,rnd,28,4,medical,1,4,female,59,3,4,manager,3,divorced,16885,22604,2,yes,no,11,3,4,80,1,24,2,2,20,8,4,7,0
885,49,rare_travel,989,rnd,6,3,medical,1,4,male,66,3,5,research_dir,3,divorced,18740,16701,2,yes,no,12,3,1,80,1,23,2,3,8,7,7,7,0
886,36,rare_travel,1252,rnd,25,3,life_sci,1,4,male,98,3,2,health_rep,4,single,5562,15815,0,yes,yes,22,4,1,80,0,10,2,3,9,8,0,8,0
887,39,rare_travel,1112,rnd,3,2,life_sci,1,1,female,63,1,2,lab_tech,1,divorced,5689,17258,1,yes,no,13,3,1,80,1,10,2,3,10,8,0,8,0
888,35,frequent_travel,1318,rnd,3,2,life_sci,1,3,female,66,3,2,mfg_dir,3,married,4450,15182,1,yes,yes,21,4,4,80,1,5,2,3,5,4,1,4,0
889,36,rare_travel,1343,sales,4,3,medical,1,4,male,74,3,2,sales_exec,1,single,4898,7505,3,yes,no,18,3,1,80,0,15,2,2,1,0,0,0,0
890,40,rare_travel,1009,rnd,5,4,medical,1,4,female,100,3,1,lab_tech,3,divorced,2144,5174,2,yes,no,13,3,4,80,2,7,2,3,5,3,0,1,0
891,36,frequent_travel,658,hr,1,4,hr,1,4,male,79,3,3,hr,1,married,8837,24608,1,yes,yes,11,3,3,80,1,10,2,3,10,3,0,2,0
892,34,rare_travel,984,rnd,5,2,medical,1,4,male,48,3,2,research_sci,1,married,5056,6227,2,yes,no,12,3,3,80,1,16,3,4,15,13,14,14,0
893,42,rare_travel,216,rnd,24,3,tech_deg,1,3,male,50,3,3,health_rep,1,single,10422,10735,1,yes,yes,11,3,4,80,0,23,4,3,22,3,13,14,1
894,36,rare_travel,1216,rnd,1,3,life_sci,1,1,male,74,3,1,research_sci,3,divorced,3691,10735,1,yes,no,19,3,3,80,1,8,2,2,8,7,0,5,0
895,37,rare_travel,111,rnd,2,3,life_sci,1,1,male,72,2,1,research_sci,2,divorced,3069,11479,2,yes,no,14,3,3,80,1,6,5,3,0,0,0,0,0
896,35,rare_travel,1082,rnd,23,2,life_sci,1,1,male,96,3,1,lab_tech,1,married,3950,8040,9,yes,no,11,3,3,80,1,7,4,3,5,2,0,3,1
897,31,rare_travel,775,rnd,15,4,life_sci,1,1,male,30,3,2,mfg_dir,3,single,6384,15170,0,yes,no,15,3,2,80,0,9,2,3,8,7,1,7,0
898,25,rare_travel,895,rnd,23,2,life_sci,1,2,male,95,3,1,lab_tech,1,married,3491,12106,1,yes,no,13,3,4,80,1,3,2,3,3,2,1,1,0
899,35,rare_travel,827,rnd,21,3,medical,1,4,female,61,3,1,research_sci,3,married,2886,12227,1,yes,no,11,3,1,80,0,5,3,2,5,3,1,3,0
900,35,rare_travel,885,rnd,1,2,medical,1,2,male,70,3,1,lab_tech,1,married,2886,18256,1,yes,no,11,3,2,80,0,5,2,4,5,3,1,3,0
901,34,rare_travel,589,sales,1,3,life_sci,1,3,male,65,3,3,sales_exec,1,single,9208,6645,2,yes,yes,19,3,4,80,0,9,4,3,4,3,1,3,0
902,33,rare_travel,658,rnd,12,3,life_sci,1,3,male,87,2,3,health_rep,4,single,7412,23474,3,yes,no,11,3,3,80,0,15,0,3,12,11,4,8,0
903,19,rare_travel,1258,sales,24,3,medical,1,2,male,73,2,1,sales_rep,3,single,1091,15881,1,yes,no,14,3,2,80,0,1,3,3,1,0,0,0,1
904,32,rare_travel,527,sales,4,4,marketing,1,2,male,66,3,3,sales_exec,4,single,8740,17802,0,yes,no,23,4,3,80,0,9,2,3,8,5,7,2,0
905,52,rare_travel,1354,rnd,4,3,life_sci,1,3,male,93,3,1,lab_tech,1,single,2580,5151,2,yes,no,19,3,3,80,0,9,2,3,5,4,0,2,1
906,27,rare_travel,786,sales,9,4,marketing,1,2,male,95,2,2,sales_exec,4,divorced,5147,9277,1,yes,no,21,4,1,80,2,7,2,3,7,7,0,7,0
907,31,rare_travel,523,sales,3,5,life_sci,1,2,male,54,3,3,sales_exec,3,single,9204,17485,7,yes,yes,13,3,3,80,0,28,4,3,20,7,3,7,1
908,37,frequent_travel,201,rnd,2,2,medical,1,1,male,98,3,3,research_dir,2,divorced,12185,12315,0,yes,yes,13,3,4,80,2,18,2,3,17,13,6,10,0
909,38,rare_travel,192,rnd,2,3,life_sci,1,4,male,66,3,3,health_rep,4,divorced,9756,11162,6,yes,no,24,4,4,80,2,10,2,3,2,2,2,2,0
910,32,rare_travel,989,rnd,1,3,life_sci,1,2,male,78,3,2,health_rep,4,married,5131,6975,1,yes,no,11,3,4,80,1,9,2,3,8,6,4,8,0
911,28,frequent_travel,653,sales,1,3,medical,1,1,male,92,3,2,sales_exec,3,married,5147,23457,1,yes,no,15,3,4,80,1,10,3,3,10,7,1,7,0
912,46,rare_travel,301,rnd,14,3,life_sci,1,3,female,100,3,3,mfg_dir,1,divorced,10932,17491,7,yes,no,14,3,2,80,1,16,5,2,4,3,0,3,0
913,29,frequent_travel,202,hr,2,3,life_sci,1,1,female,94,3,1,hr,4,married,2180,25761,7,yes,yes,11,3,4,80,0,6,3,2,4,3,0,2,1
914,39,rare_travel,1157,rnd,1,4,life_sci,1,4,male,88,3,4,research_dir,1,married,16659,14115,4,yes,yes,19,3,1,80,3,21,0,3,18,16,0,8,0
915,56,rare_travel,882,rnd,1,4,tech_deg,1,4,female,94,2,1,research_sci,3,married,2774,13934,0,yes,no,13,3,3,80,1,6,4,3,5,4,1,3,0
916,29,frequent_travel,604,rnd,15,1,medical,1,3,female,37,3,1,research_sci,3,divorced,2662,7975,1,yes,no,11,3,3,80,1,10,2,2,10,8,0,8,0
917,36,rare_travel,430,rnd,1,2,life_sci,1,4,female,78,3,2,mfg_dir,3,married,7779,26897,1,yes,no,14,3,2,80,1,16,2,2,16,13,4,9,0
918,36,rare_travel,1141,rnd,20,3,life_sci,1,3,female,35,3,1,lab_tech,3,single,2593,17381,0,yes,no,19,3,4,80,0,10,3,2,8,2,7,3,0
919,50,rare_travel,1017,rnd,5,4,medical,1,2,female,37,3,5,manager,1,single,19033,19805,1,yes,yes,13,3,3,80,0,31,0,3,31,14,4,10,1
920,30,rare_travel,663,sales,2,3,life_sci,1,4,male,41,1,2,sales_exec,4,divorced,5206,14284,1,yes,no,18,3,3,80,2,10,2,3,10,7,0,8,0
921,33,rare_travel,530,sales,3,3,marketing,1,3,male,46,3,3,sales_exec,3,single,10903,8040,1,yes,yes,13,3,1,80,0,13,5,3,11,9,6,6,0
922,36,rare_travel,1402,rnd,2,3,life_sci,1,3,female,89,4,1,research_sci,1,single,2086,19373,2,yes,no,21,4,3,80,0,18,3,3,4,3,1,3,0
923,47,rare_travel,1093,sales,1,4,marketing,1,2,male,78,3,2,sales_exec,4,married,4581,11677,4,yes,yes,14,3,3,80,0,14,3,3,5,3,0,3,0
924,30,frequent_travel,1322,rnd,2,3,medical,1,4,male,54,3,2,mfg_dir,3,divorced,5363,13943,1,yes,no,12,3,2,80,1,11,5,4,11,8,4,10,0
925,31,rare_travel,648,rnd,8,4,medical,1,1,male,82,3,1,research_sci,2,married,2718,17778,3,yes,no,19,3,4,80,1,7,3,2,3,2,1,2,0
926,29,rare_travel,1179,rnd,1,1,medical,1,3,male,42,2,2,health_rep,4,single,5769,13586,1,yes,yes,12,3,3,80,0,10,3,2,10,7,0,9,0
927,34,frequent_travel,556,rnd,2,2,medical,1,2,female,62,3,2,mfg_dir,2,married,6091,5456,2,yes,no,14,3,4,80,1,10,2,3,1,0,0,0,0
928,34,no_travel,1318,rnd,2,3,life_sci,1,4,male,87,2,1,research_sci,1,single,2904,15834,1,yes,no,13,3,4,80,0,2,4,3,2,2,2,2,0
929,50,rare_travel,544,rnd,3,1,life_sci,1,4,female,94,3,3,research_dir,4,divorced,4081,7103,3,yes,no,11,3,3,80,1,20,2,3,1,0,0,0,0
930,36,rare_travel,1084,sales,10,4,medical,1,2,female,66,1,3,sales_exec,4,divorced,7104,24032,4,yes,no,13,3,2,80,3,13,3,3,3,2,1,2,0
931,24,rare_travel,1181,rnd,4,1,life_sci,1,2,male,79,3,1,lab_tech,2,single,2695,3372,1,yes,yes,18,3,3,80,0,1,0,2,1,0,0,0,1
932,56,rare_travel,1242,rnd,1,3,medical,1,1,male,81,3,3,mfg_dir,4,married,10453,4156,6,yes,yes,14,3,4,80,0,36,3,3,24,7,2,7,0
933,34,rare_travel,466,rnd,23,4,life_sci,1,4,male,100,3,2,lab_tech,3,single,2235,19124,3,yes,yes,14,3,1,80,0,14,3,3,11,8,2,9,0
934,48,rare_travel,603,rnd,11,3,life_sci,1,4,male,41,3,3,mfg_dir,3,married,7484,23159,1,yes,no,11,3,3,80,1,10,2,3,10,8,4,8,0
935,36,rare_travel,124,sales,23,4,marketing,1,2,female,42,4,2,sales_exec,1,married,4684,26862,3,yes,yes,11,3,1,80,1,11,2,3,7,7,7,7,0
936,22,rare_travel,1402,rnd,1,3,life_sci,1,1,male,80,3,1,lab_tech,4,single,4025,26342,1,yes,yes,22,4,3,80,0,3,2,1,3,2,1,2,1
937,41,rare_travel,932,rnd,7,4,medical,1,1,male,54,2,1,lab_tech,4,married,2836,8891,1,yes,no,15,3,4,80,1,10,6,3,10,8,3,7,0
938,38,rare_travel,1385,sales,1,3,life_sci,1,4,female,69,2,3,sales_exec,3,married,9924,24164,0,yes,yes,11,3,2,80,1,10,3,2,9,7,3,1,0
939,26,rare_travel,663,rnd,6,3,tech_deg,1,3,female,56,3,1,research_sci,3,divorced,3196,6462,5,yes,no,14,3,1,80,1,8,6,1,6,4,0,5,0
940,39,rare_travel,1441,rnd,16,5,life_sci,1,1,male,36,3,3,mfg_dir,4,single,9204,23793,1,yes,yes,14,3,3,80,0,9,3,3,9,7,7,8,0
941,27,rare_travel,1210,rnd,16,4,tech_deg,1,4,male,83,3,1,research_sci,2,divorced,2684,26314,1,yes,no,18,3,2,80,2,1,3,3,1,0,0,0,0
942,34,rare_travel,648,sales,20,3,marketing,1,4,male,54,2,2,sales_exec,2,single,5743,21731,0,yes,no,14,3,3,80,0,10,2,2,9,7,0,8,0
943,33,rare_travel,1245,rnd,10,4,other,1,1,male,70,4,2,research_sci,3,married,5775,16143,4,yes,no,19,3,2,80,0,10,5,4,7,7,0,2,0
944,21,rare_travel,1252,sales,4,1,medical,1,3,male,31,2,1,sales_rep,1,single,2966,18798,1,yes,no,18,3,4,80,0,2,2,3,2,2,2,2,0
945,36,rare_travel,945,rnd,13,2,medical,1,4,male,40,3,4,research_dir,1,married,15686,7259,8,yes,no,16,3,2,80,1,22,3,3,17,12,15,15,0
946,59,rare_travel,1333,sales,2,4,life_sci,1,3,male,90,2,2,sales_exec,4,single,5094,20652,2,yes,no,11,3,3,80,0,10,3,3,1,0,0,0,0
947,37,no_travel,1217,sales,10,2,marketing,1,4,male,98,3,2,sales_exec,3,single,6500,16734,4,yes,no,15,3,2,80,0,8,2,2,6,2,3,4,0
948,32,rare_travel,1333,sales,3,1,life_sci,1,2,female,91,2,1,sales_rep,4,married,2592,5242,2,yes,no,17,3,3,80,1,5,3,2,1,0,0,0,0
949,25,no_travel,1092,rnd,1,1,medical,1,4,female,96,3,2,mfg_dir,4,married,4374,17000,1,yes,yes,17,3,1,80,0,5,3,4,5,3,1,4,0
950,34,rare_travel,849,rnd,2,3,life_sci,1,3,male,39,3,1,research_sci,3,married,2044,15850,1,yes,no,21,4,2,80,3,1,3,3,1,0,0,0,0
951,56,rare_travel,300,rnd,3,4,life_sci,1,3,male,73,2,1,lab_tech,2,married,3780,4257,3,yes,yes,12,3,3,80,2,5,3,3,0,0,0,0,0
952,35,frequent_travel,408,sales,10,4,marketing,1,2,male,73,4,2,sales_exec,2,single,6385,23553,1,yes,no,18,3,2,80,0,10,5,3,10,9,0,8,0
953,43,rare_travel,267,rnd,26,4,medical,1,3,female,97,3,4,health_rep,3,single,13964,9755,2,yes,no,16,3,4,80,0,25,3,4,1,0,0,0,0
954,31,rare_travel,288,hr,10,3,hr,1,1,male,79,3,1,hr,1,married,2143,15428,5,yes,no,11,3,1,80,0,6,3,2,5,3,0,4,1
955,53,rare_travel,1334,rnd,7,3,medical,1,3,male,42,4,5,manager,4,divorced,19973,17799,4,yes,yes,14,3,3,80,3,29,4,3,8,7,4,7,0
956,36,rare_travel,1467,rnd,1,4,medical,1,4,male,62,3,1,research_sci,4,married,2226,4658,0,yes,no,14,3,4,80,1,6,3,3,5,3,1,1,0
957,29,rare_travel,1245,rnd,10,1,life_sci,1,1,male,33,3,2,lab_tech,1,married,4197,6076,3,yes,no,14,3,3,80,0,11,3,1,8,0,3,7,1
958,44,rare_travel,1450,sales,2,3,life_sci,1,3,male,92,3,2,sales_exec,1,married,5175,9606,2,yes,no,12,3,4,80,1,15,3,3,5,3,0,3,0
959,38,rare_travel,326,rnd,7,2,medical,1,1,male,52,2,3,mfg_dir,4,married,8793,19627,2,yes,no,11,3,1,80,1,10,5,2,7,7,7,7,0
960,38,rare_travel,1198,rnd,9,3,medical,1,3,male,57,3,1,lab_tech,3,single,3408,9755,6,yes,no,11,3,4,80,0,7,3,2,1,0,1,0,0
961,27,rare_travel,821,rnd,9,1,other,1,4,male,84,3,1,lab_tech,4,married,3229,8758,1,yes,yes,14,3,4,80,0,3,3,3,3,2,0,2,1
962,22,rare_travel,329,rnd,2,3,life_sci,1,3,male,78,3,1,lab_tech,1,married,2408,9998,3,yes,yes,22,4,2,80,0,3,2,1,0,0,0,0,1
